英文名稱,中文名稱
Manual {Ger.},手鍵盤
manuale {It.},手鍵盤
manuel {Fr.},手鍵盤
manuscript,手稿
manuscrit {Fr.},手稿
Manuskript {Ger.},手稿
Maq?m {Ar.},木卡姆
Maracas {Sp.},砂鈴
marcando {It.},強調地；加重地；加強音
marcato {It.},強調地；加重地；加強音
march,進行曲
Marcha {Por.},進行曲
marche aux flambeaux {Fr.},火炬舞
marche fun?bre {Fr.},送葬進行曲
marche harmonique {Fr.},和聲模進
marche modulante {Fr.},真模進
marche slave {Fr.},斯拉夫進行曲
marche {Fr.},進行曲
M?rchennoper {Ger.},童話歌劇
marcia funebre,送葬進行曲
marcia {It.},進行曲風的
mariachi {Sp.},瑪利阿吉合奏
Marienantiphon {Ger.},瑪莉亞讚美歌
marimba,馬林巴琴
marimba gongs,馬林巴鑼
marimba xylophone,大馬林巴琴
marimbaphone,馬林巴鐵琴
marinera {Sp.},馬利內拉舞曲
Mariz?palos {Sp.},馬利薩巴羅斯舞曲
mark,記號，術語
mark of expression,表情記號
markig {Ger.},強而有力的
Marsch {Ger.},進行曲
marschm?ssig {Ger.},進行曲風
martel? {Fr.},擊奏｛弦（絃）樂器｝
mart?lement {Fr.},擊音
martellando {It.},擊奏｛弦（絃）樂器｝
martellato {It.},擊奏｛弦（絃）樂器｝
martellement {Fr.},漣音｛17-18世紀｝
marziale {It.},勇武的
maschera {It.},面具；假面劇
mascherata {It.},假面歌舞
Maschinenpauken {Ger.},定音鼓
masculine cadence,陽性終止
mask,面具；假面劇
Maske {Ger.},面具；假面劇
Maskenspiel {Ger.},面具；假面劇
masking,隱蔽作用
Masonic music,共濟會音樂
Masque,面具；假面劇；隱蔽作用
Masque {Fr.},面具；假面劇；隱蔽作用
Mass,彌撒曲
M?ssig {Ger.},中等的；中速度的；中板
master,大師
M?t,笛
matach?n,馬達勁舞曲
matach?n,馬達勁舞曲
matasin,馬達勁舞曲
matassin {Fr.},馬達勁舞曲
mathiche {Por.},馬希瑟舞曲
matins,晨禱
M?tr? {In.},拍的基本單位
mattaccino {It.},馬達勁舞曲
mattinata {It.},晨歌
mattutino {It.},晨禱
matutinum {Lat.},晨禱
Maultrommel {Ger.},口簧琴
Maundy Thursday,聖週四
maxima {Lat.},最長音符｛古譜｝
maxixe {Por.},馬希瑟舞曲
Mayur?,馬由利琴
mazur {Pol.},馬厝舞曲
mazurka {Pol.},馬厝卡舞曲
mean clef,中音譜號
mean semitone,平均半音
mean tone,平均全音
mean tone scale,平均全音音階
mean tone system,平均全音律制
mean tone temperament,中庸全音律
meane,中間聲部
measure,小節
measure note,拍單位音符
measure rest,拍單位休止符
mecanique {Fr.},擊弦（絃）系統｛鍵盤樂器｝；鍵鈕裝置｛管樂器}
meccanica {It.},擊弦（絃）系統｛鍵盤樂器｝；鍵鈕裝置｛管樂器}
mechanical composition,機械作曲
mechanical instrument,機械樂器
mechanical music,機械音樂
mechanical organ,機械風琴
mechanical virginal,自動古鍵琴
mechaniches Klavier {Ger.},自動鋼琴
Mechanik {Ger.},擊弦（絃）系統｛鍵盤樂器｝；鍵鈕裝置｛管樂器}
Mechanische Musik {Ger.},機械音樂
Mechanismus {Ger.},擊弦（絃）系統｛鍵盤樂器｝；鍵鈕裝置｛管樂器}
medesimo movimento {It.},相同速度
medesimo tempo {It.},相同速度
media ca?a,梅第亞˙卡尼亞舞曲
medial cadence,中途終止
mediant,中音
mediant chord,中三和弦
mediant consonance,中庸協和
mediant seventh,中音七和弦（絃）
mediant triad,中音三和弦（絃）
m?diante {Fr.},中音
mediante {Ger.},中音
mediatio {Lat.},中間句
medieval music,中世紀音樂
m?ditation {Fr.},冥想曲
medius {Lat.},中間聲部
medley,組合曲
Mehrch?rigkeit {Ger.},複合唱
Mehrs?tzige Form {Ger.},多樂章形式
mehrstimmiges Lied {Ger.},和聲歌曲
Mehrstimmigkeit {Ger.},多聲性
Mehrt?nigkeit {Ger.},多音性
Meister {Ger.},大師
Meistergesang {Ger.},名歌手之歌
Meistersinger {Ger.},名歌手
melisma {It.},花唱；一音節多音
melismatic style,一音節多音風格；華彩風格
mellophone,中音圓號
melodia ostinata {It.},頑固旋律
melodia {It.},曲調；旋律
melodia {It.},曲調；旋律
melodic chromatic scale,曲調半音階；旋律半音階
melodic figure,曲調音型；旋律音型
melodic instrument,曲調樂器；旋律樂器
melodic interval,曲調音程；旋律音程
melodic member,曲調片段；旋律片段
melodic minor scale,旋律小音階；曲調小音階
melodic patterns,旋律型
melodic position,曲調位置；旋律位置
melodic progression,曲調進行；旋律進行
melodic sequence,旋律性模進
m?lodie {Fr.},曲調；旋律；法文藝術歌曲
Melodie {Ger.},曲調；旋律
Melodielehre {Ger.},旋律學
Melodietypen {Ger.},旋律型
Melodik {Ger.},旋律法；曲調法
melodische Molltonleiter {Ger.},旋律小音階；曲調小音階
melodische Sequenz {Ger.},旋律性模進
melodrama,音樂話劇；通俗劇｛戲劇｝
Melodrama {Ger.},音樂話劇；通俗劇｛戲劇｝
m?lodrame {Fr.},音樂話劇；通俗劇｛戲劇｝
melodramma {It.},音樂話劇；通俗劇｛戲劇｝；歌劇｛十七世紀｝
melody,曲調；旋律
melody chorale,聖詠曲調
melody expansion,曲調擴充
melody section,旋律段
melody types,旋律型
melograph,採譜機
m?lop?e {Fr.},歌曲作法｛古希臘｝
melophone,中音號（行進用）
m?lophone {Fr.},美洛風（琴）
melos {Gr.},旋律
Membran {Ger.},膜
membrana {It.},膜
membrane,膜
membrane {Fr.},膜
membranophone,膜鳴樂器
memby,面比（排簫）
mene,中間聲部
m?nestrandise {Fr.},遊唱詩人公會
Menestrello {It.},遊唱詩人
M?n?trier {Fr.},遊唱詩人
meno mosso {It.},速度稍慢
meno {It.},少些；較慢
menor {Sp.},小調
mensura {Lat.},定量
mensural music,定量音樂
mensural notation,定量記譜法
Mensuralmusik {Ger.},定量音樂
Mensuralnotation {Ger.},定量記譜法
mensuration,定量
Mensurstrich {Ger.},定量縱線
mentoniera {It.},顎墊
mentonni?re {Fr.},顎墊
menuet {Fr.},小步舞曲
Menuett {Ger.},小步舞曲
merengue {Sp.},美倫格舞曲｛拉丁美洲｝
mese {Gr.},中心音
messa di voce {It.},長音的漸強漸弱唱法
Messa grande {It.},莊嚴彌撒
Messa parodia {It.},仿作彌撒曲
messale {It.},彌撒經本
Messbuch {Ger.},彌撒經本
messe d'orgue {Fr.},管風琴彌撒曲
Messe de Notre Dame {Fr.},聖母彌撒曲
Messe parodie {Fr.},仿作彌撒曲
messe {Fr.},彌撒曲
Messe {Ger.},彌撒曲
Messiah,彌賽亞；救世主
mesto {It.],憂愁的
mesural music,定量音樂
mesure ? cinq temps {Fr.},五拍子
mesure ? deux deux {Fr.},二二拍子
Mesure ? deux quatre {Fr.},二四拍子
mesure ? deux temps {Fr.},二拍子
mesure ? douze temps {Fr.},十二八拍子｛複四拍子｝
mesure ? huit temps {Fr.},八拍子
Mesure ? quatre quatre {Fr.},四四拍子
Mesure ? quatre temps {Fr.},四拍子
mesure ? sept temps {Fr.},七拍子
Mesure ? simple deux temps {Fr.},單二拍子
Mesure ? simple quatre temps {Fr.},單四拍子
mesure ? simple temps {Fr.},單拍子
mesure ? six huit {Fr.},六八拍子
mesure ? trois deux {Fr.},三二拍子
Mesure ? trois quatre {Fr.},三四拍子
mesure ? trois temps {Fr.},三拍子
Mesure ?simple trois temps {Fr.},單三拍子
mesure compos?e binaire {Fr.},複二拍子
mesure compos?e ternaire {Fr.},複三拍子（九拍子）
mesure {Fr.},小節
Metallophone,金屬鍵盤擊樂群
Metamorphose {Ger.},特殊調音法｛弦（絃）樂器｝
metamorphosis of theme,主題變形
meter,拍子；節拍
metre,拍子；節拍
m?tre {Fr.},拍子；節拍
Metrik {Ger.},拍節法
metro {It.},拍子；節拍
Metronom {Ger.},節拍器
metronome,節拍器
metronomic indication,節拍器記號
metronomo {It.},節拍器
Metrum {Ger.},拍子；節拍
Mette {Ger.},晨禱
mezza voce {It.},半音量
mezzavoce {It.},半音量
mezzo forte {It.},中強
mezzo piano {It.},中弱
Mezzo soprano,次女高音
Mezzo soprano {Fr.},次女高音
mezzo soprano {Fr.},女中音
Mezzo soprano {It.},次女高音
mezzo soprano {It.},次女高音
mezzo soprano{It.},女中音
mezzo staccato {It.},次斷奏（唱）
mezzo {It.},中間，一半
mezzoforte {It.},中強
mezzopiano {It.},中弱
Mezzosopran {Ger.},女中音
Mi di?se {Fr.},升Ｅ
Mi diesis {It.},升Ｅ
microtone,微分音
middle C,中央Ｃ
middle cadence,中途終止
middle ear,中耳
middle entry,中途進入
middle part,中間聲部
middle section,中段
middle voice,中間聲部｛聲樂｝
milanese chant,米蘭聖歌
milieu {Fr.},介質
Milit?rglockenspiel {Ger.},軍樂鐵琴
Milit?rkapelle {Ger.},軍樂隊
Milit?rmusik {Ger.},軍樂
military band,軍樂隊
military band music,軍樂
military music,軍樂
millisecond,毫秒
milonga {Sp.},米隆加舞曲
mime {Fr.},默劇演員；滑稽劇演員
minaccevole {It.},威脅的
minaccioso {It.},威脅的
mineur {Fr.},小調
miniature score,袖珍總譜
miniature sonata form,小型奏鳴曲式
mini?risme {Fr.},矯飾主義；風格主義
minim,二分音符
minim rest,二分休止符
minima {Lat.},二分音符
Minimal music,極簡音樂
Minimalism,極簡主義
Minnes?nger {Ger.},情歌詩人
Minnesinger {Ger.},戀歌樂人
minor,小調
minor common chord,普通小三和弦（絃）
minor interval,小音程
minor key,小調
minor mode,小調式
minor ninth,小九度
minor ninth chord,小九和弦
minor scale,小音階
minor second,小二度
minor semitone,小半音
minor seventh,小七度
minor seventh chord,小七和弦
minor sixth,小六度
minor third,小三度
minor tone,小全音
minor triad,小三和弦（絃）
minore {It.},小調
minstrel(s),遊唱樂人
minuet,小步舞曲
minuetto {It.},小步舞曲
minugia {It.},腸弦(絃)
miracle play,奇蹟劇
mirliton,膜笛
mirror canon,倒影卡農
mirror form,倒影形式
mirror fugue,倒影復格
miscellaneous concert,綜合音樂會
Miserere {Lat.},求主垂憐曲
Missa ad canones {Lat.},卡農彌撒
Missa ad fugam {Lat.},復格彌撒
Missa Assumpta est Maria {Lat.},聖母昇天彌撒曲
missa cantata {Lat.},歌唱彌撒
missa lecta {Lat.},小彌撒
Missa parodia {Lat.},仿作彌撒曲
missa solemnis {Lat.},莊嚴彌撒；莊嚴彌撒曲
missa {It.},彌撒曲
missa {Lat.},彌撒曲
missal,彌撒經本
missale {Lat.},彌撒經本
missel {Fr.},彌撒經本
misterioso {It.},神秘的
mistero {It.},神秘劇
misticismo {It.},神秘主義
misura due mezzi {It.},二二拍子
misura due quarti {It.},二四拍子
misura quarttro tre {It.},三四拍子
misura quattro quarti {It.},四四拍子
misura tre mezzi {It.},三二拍子
misura tre quarti {It.},三四拍子
mit beiden H?nden {Ger.},用兩手
Mit D?mpfer {Ger.},加弱音器
mit {Ger.},含有…的
mitation syntaxique {Fr.},全曲模仿
Mittelgrund {Ger.},中景
Mittelohr {Ger.},中耳
Mittelstimme {Ger.},內聲部
Mittelteil {Ger.},中段
mittelt?nige Temperatur {Ger.},中庸全音律
mixed cadence,複式終止
mixed chord,混合和弦（絃）
mixed chorus,混聲合唱
mixed form,混合形式
mixed media,混合媒體
mixed meter [time],混合拍子
mixed mode,混合調式
mixed voices,混聲
mixolydian mode,米索利地安調式
mixolydian scale,米索利地安音階
Mixolydisch {Ger.},米索利地安調式
mixture stop,混和音栓
modal counterpoint,調式對位
modal harmony,調式和聲法
modal jazz,調式爵士
modal notation,節奏型記譜
modal rhythm,節奏型
Modalit? {It.},調式性
Modalit?t {Ger.},調式性
modalit? {Fr.},調式性
modality,調式性
Modalrhythmus {Ger.},節奏型
mode,調式
mode,調式
mode authentique {Fr.},正格調式
mode Dorien {Fr.},多里安調式
mode ecclesiastico {It.},教會調式
mode eccl?siastique {Fr.},教會調式
mode ?olien {Fr.},伊奧利安調式
mode hypodorien {Fr.},下多里安調式
mode hypolidio {It.},下利地安調式
mode hypolydien {Fr.},下利地安調式
mode hypomixolidien {Fr.},下米索利地安調式
mode hypophrygien {Fr.},下弗里吉安調式
mode ionien {Fr.},艾奧尼安調式
mode locrien {Fr.},洛克里安調式
mode mixolidien {Fr.},米索利地安調式
mode phrygien {Fr.},弗里吉安調式
mode plagale {Fr.},變格調式
moderato,中等的；中速度的；中板
mod?r? {Fr.},中等的；中速度的；中板
modern cyclic form,現代連章形式
modern music,現代音樂
modern orchestra,現代管弦樂團；現代管絃樂隊
modern overture,現代序曲
modern rondo,現代輪旋曲
modern sonata,現代奏鳴曲
modern suite,現代組曲
modern symphony,現代交響曲
modification,變化
modified chord,變化和弦（絃）
modified sonata form,變化奏鳴曲式
modified subject,變化主題
modinha {Por.},摩地納歌曲
modo autentico {It.},正格調式
modo Dorico {It.},多里安調式
modo eolio {It.},伊奧利安調式
modo frigio {It.},弗里吉安調式
modo hypodorico {It.},下多里安調式
modo hypofrigio {It.},下弗里吉安調式
modo hypomisolidio {It.},下米索利地安調式
modo ionico {It.},艾奧尼安調式
modo lidio {It.},利地安調式
modo misolidio {It.},米索利地安調式
modo plagale {It.},變格調式
modo {Sp.},調式
modulating sequence,轉調模進
modulation,轉調；調變｛電子音樂｝
modulation in parallel keys,同名調轉調
modulation passag?re {Fr.},經過性轉調
modulatory stride,轉調跨越
modulazione passeggera {It.},經過性轉調
modulazione {It.},轉調；調變｛電子音樂｝
modulierende Sequenz {Ger.},真模進
Modus {Ger.},調式
modus {Lat.},調式
Moll {Ger.},小調
Moll {Ger.},小調
Molldreiklang {Ger.},小三和弦
Molldur {Ger.},小四級的大調
molle {It.},軟的
Molltonart {Ger.},小調
Molltonleiter {Ger.},小音階
molto adagio,充分的慢板
molto crescendo {It.},大幅度漸強
molto {It.},很；相當的
monferrina {It.},蒙菲利納舞曲
monochord,單弦（絃）琴
Monochord {Ger.},單弦（絃）琴
monocorde {Fr.},單弦（絃）琴
monocordo {It.},單弦（絃）琴
monodia {Gr.},單曲調音樂，單旋律音樂｛相當於monophony｝；主曲調音樂，主旋律音樂｛相當於homophony｝；單音樂曲
monodia{ Lat.},單曲調音樂，單旋律音樂｛相當於monophony｝；主曲調音樂，主旋律音樂｛相當於homophony｝；單音樂曲
monodia{It.},單曲調音樂，單旋律音樂｛相當於monophony｝；主曲調音樂，主旋律音樂｛相當於homophony｝；單音樂曲
monodie {Fr.},單曲調音樂，單旋律音樂｛相當於monophony｝；主曲調音樂，主旋律音樂｛相當於homophony｝；單音樂曲
Monodie {Ger.},單曲調音樂，單旋律音樂｛相當於monophony｝；主曲調音樂，主旋律音樂｛相當於homophony｝；單音樂曲
Monodrama,獨腳戲；獨角戲
Monodrama {Ger.},獨腳戲；獨角戲
monodrame {Fr.},獨腳戲；獨角戲
monody,單曲調音樂，單旋律音樂｛相當於monophony｝；主曲調音樂，主旋律音樂｛相當於homophony｝；單音樂曲
monologo {It.},獨腳戲；獨角戲
monophony,單曲調音樂，單旋律音樂
monotone,單音調
montirand? {Fr.},蒙地蘭德舞曲
montonero {Sp.},蒙多內羅舞曲｛拉丁美洲｝
Montpellier Codex,蒙伯里頁抄本
mood music,情調音樂
moralit? {It.},道德劇；勸世劇
Moralit?ten {Ger.},道德劇；勸世劇
moralit?s {Fr.},道德劇；勸世劇
moralities,道德劇；勸世劇
morbido {It.},柔軟的
mordant {Fr.},漣音
mordent,漣音
mordente {It.},漣音
morendo {It.},漸消逝的；漸慢且漸弱
moresca {It.},摩雷斯卡舞曲；摩爾舞曲
Morgenst?ndchen {Ger.},晨歌
Morin khuur,馬頭琴
morisca {Sp.},摩雷斯卡舞曲；摩爾舞曲
morisque {Fr.},摩雷斯卡舞曲；摩爾舞曲
mormoroso {It.},喃喃的；低語的
morris dance,莫利斯舞曲
mosso {It.},活躍的
motet,經文歌
motet ent? {Fr.},接枝經文歌｛13世紀｝
motet {Fr.},經文歌
Motette {Ger.},經文歌
motetus {Lat.},經文歌；第二聲部｛13世紀｝
motif {Fr.},動機
motion,進行；動作
Motiv {Ger.},動機
motive,動機
motivo {It.},動機
moto congiunto {It.},級進
moto contrario {It.},反行
moto disgiunto {It.},跳進
moto obliquo {It.},斜行，斜向
moto preccedente {It.},如前速度
moto retto {It.},平行
moto {It.},進行；動作
mottetto {It.},經文歌
motto {It.},起頭動機
motus {Lat.},進行；動作
mouth harp,口簧琴
mouth organ,口風琴；笙
mouthpiece,吹嘴
mouvement {Fr.},樂章；進行；動作
mouvement apparent {Fr.},假現運動
mouvement conjoint {Fr.},級進
mouvement contraire {Fr.},反行
mouvement oblique {Fr.},斜行，斜向
Mouvement parall?le {Fr.},平行
mouvment disjoint {Fr.},跳進
movable Do,首調唱名法（移動Ｄｏ）
movable-do(h),首調唱名法
movement,樂章
movie music,電影音樂
movimento {It.},樂章
movimiento {Sp.},樂章
mozarabic chant,莫薩拉伯聖歌
Mozarabischer Gesang {Ger.},莫薩拉貝聖歌
Mozart fifths,莫札特五度
Mozart quinte {It.},莫札特五度
Mozart Quinten {Ger.},莫札特五度
Mozart quintes {Fr.},莫札特五度
mrdanga {In.},木丹加鼓
mrdangam {In.},木丹加姆鼓
mridanga {In.},姆利丹加鼓
mridangam {In.},姆利丹加姆鼓
muffle,鼓面蒙布
muffling,悶音法｛擊樂｝
Mulliner Book,馬利納風琴曲集
multimetric,多拍子
Multiphony,多音性
Mundharmonika {Ger.},口琴
Mundst?ck {Ger.},吹口
mu?eira {Sp.},穆涅拉舞曲
munter {Ger.},生動的；活潑的；精神飽滿的
murchang,圓鐵簧｛印度｝
murciana {Sp.},穆爾西亞舞曲；穆爾西亞風格的
murky bass,分離八度低音
musette {Fr.},繆賽特風笛｛十七、十八世紀｝；繆賽特舞曲；民間雙簧管｛十九世紀｝
music,音樂
music aesthetics,音樂美學
Music anthropology,音樂人類學
music appreciation,音樂欣賞
music chair,琴椅
music criticism,音樂評論
music desk,譜架
music dictation,音樂聽寫；音樂練耳
music director,音樂總監
music drama,樂劇
